route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
90,132.0.1,1683901,Richmond Green Secondary School - NB,,0,175300,74076,1,1
90,132.0.1,1683900,Richmond Green Secondary School - NB,,0,175294,74076,1,1
90,132.0.1,1683899,Richmond Green Secondary School - NB,,0,175295,74076,1,1
90,132.0.1,1683898,Richmond Green Secondary School - NB,,0,175296,74076,1,1
90,132.0.1,1683951,Richmond Green Secondary School - NB,,0,175293,74077,1,1
90,132.0.1,1683897,Richmond Green Secondary School - NB,,0,175297,74076,1,1
90,132.0.1,1683909,Richmond Green Secondary School - NB,,0,175300,74077,1,1
90,132.0.1,1683950,Richmond Green Secondary School - NB,,0,175294,74077,1,1
90,132.0.1,1683949,Richmond Green Secondary School - NB,,0,175295,74077,1,1
90,132.0.1,1683948,Richmond Green Secondary School - NB,,0,175296,74077,1,1
90,132.0.1,1683947,Richmond Green Secondary School - NB,,0,175297,74077,1,2
90,132.0.1,1683946,Richmond Green Secondary School - NB,,0,175298,74077,1,2
90,132.0.1,1683945,Richmond Green Secondary School - NB,,0,175293,74077,1,2
90,132.0.1,1683944,Richmond Green Secondary School - NB,,0,175299,74077,1,2
90,132.0.1,1683943,Richmond Green Secondary School - NB,,0,175300,74077,1,2
90,132.0.1,1683942,Richmond Green Secondary School - NB,,0,175294,74077,1,2
90,132.0.1,1683941,Richmond Green Secondary School - NB,,0,175296,74077,1,2
90,132.0.1,1683940,Richmond Green Secondary School - NB,,0,175295,74077,1,2
90,132.0.1,1683939,Richmond Green Secondary School - NB,,0,175297,74077,1,1
90,132.0.1,1683938,Richmond Green Secondary School - NB,,0,175298,74077,1,1
90,132.0.1,1683937,Richmond Green Secondary School - NB,,0,175293,74077,1,1
90,132.0.1,1683934,Richmond Green Secondary School - NB,,0,175299,74077,1,1
90,132.0.1,1683936,Richmond Green Secondary School - NB,,0,175295,74077,1,1
90,132.0.1,1683935,Richmond Green Secondary School - NB,,0,175293,74077,1,1
90,132.0.1,1683933,Richmond Green Secondary School - NB,,0,175299,74077,1,1
90,132.0.1,1683932,Richmond Green Secondary School - NB,,0,175295,74077,1,1
90,132.0.1,1683931,Richmond Green Secondary School - NB,,0,175293,74077,1,1
90,132.0.1,1683930,Richmond Green Secondary School - NB,,0,175299,74077,1,1
90,132.0.1,1683929,Richmond Green Secondary School - NB,,0,175295,74077,1,1
90,132.0.1,1683928,Richmond Green Secondary School - NB,,0,175293,74077,1,1
90,132.0.1,1683952,Richmond Green Secondary School - NB,,0,175292,74078,1,1
90,132.0.1,1683927,Richmond Green Secondary School - NB,,0,175299,74077,1,1
90,132.0.1,1683926,Richmond Green Secondary School - NB,,0,175295,74077,1,2
90,132.0.1,1683925,Richmond Green Secondary School - NB,,0,175301,74077,1,2
90,132.0.1,1683924,Richmond Green Secondary School - NB,,0,175302,74077,1,2
90,132.0.1,1683923,Richmond Green Secondary School - NB,,0,175293,74077,1,2
90,132.0.1,1683922,Richmond Green Secondary School - NB,,0,175303,74077,1,2
90,132.0.1,1683921,Richmond Green Secondary School - NB,,0,175304,74077,1,2
90,132.0.1,1683920,Richmond Green Secondary School - NB,,0,175305,74077,1,2
90,132.0.1,1683919,Richmond Green Secondary School - NB,,0,175306,74077,1,2
90,132.0.1,1683918,Richmond Green Secondary School - NB,,0,175295,74077,1,2
90,132.0.1,1683917,Richmond Green Secondary School - NB,,0,175301,74077,1,2
90,132.0.1,1683916,Richmond Green Secondary School - NB,,0,175302,74077,1,2
90,132.0.1,1683915,Richmond Green Secondary School - NB,,0,175293,74077,1,1
90,132.0.1,1683914,Richmond Green Secondary School - NB,,0,175303,74077,1,1
90,132.0.1,1683913,Richmond Green Secondary School - NB,,0,175304,74077,1,1
90,132.0.1,1683912,Richmond Green Secondary School - NB,,0,175305,74077,1,1
90,132.0.1,1683911,Richmond Green Secondary School - NB,,0,175295,74077,1,1
90,132.0.1,1683910,Richmond Green Secondary School - NB,,0,175301,74077,1,1
90,132.0.1,1683908,Richmond Green Secondary School - NB,,0,175302,74077,1,1
90,132.0.1,1683906,Richmond Green Secondary School - NB,,0,175304,74077,1,1
90,132.0.1,1683907,Richmond Green Secondary School - NB,,0,175302,74077,1,1
90,132.0.1,1683905,Richmond Green Secondary School - NB,,0,175304,74077,1,1
90,132.0.1,1683904,Richmond Green Secondary School - NB,,0,175302,74077,1,1
90,132.0.1,1683903,Richmond Green Secondary School - NB,,0,175304,74077,1,1
90,132.0.1,1683902,Richmond Green Secondary School - NB,,0,175302,74077,1,1
90,132.0.1,1683966,Don Mills Station - SB,,1,175300,74080,1,1
90,132.0.1,1683967,Don Mills Station - SB,,1,175294,74080,1,1
90,132.0.1,1683968,Don Mills Station - SB,,1,175295,74080,1,1
90,132.0.1,1683969,Don Mills Station - SB,,1,175296,74080,1,1
90,132.0.1,1683970,Don Mills Station - SB,,1,175297,74080,1,1
90,132.0.1,1683990,Don Mills Station - SB,,1,175298,74080,1,1
90,132.0.1,1683991,Don Mills Station - SB,,1,175293,74080,1,1
90,132.0.1,1683965,Don Mills Station - SB,,1,175300,74080,1,2
90,132.0.1,1683964,Don Mills Station - SB,,1,175294,74080,1,2
90,132.0.1,1683963,Don Mills Station - SB,,1,175295,74080,1,2
90,132.0.1,1683962,Don Mills Station - SB,,1,175296,74080,1,2
90,132.0.1,1683961,Don Mills Station - SB,,1,175297,74080,1,2
90,132.0.1,1683960,Don Mills Station - SB,,1,175298,74080,1,2
90,132.0.1,1683959,Don Mills Station - SB,,1,175293,74080,1,2
90,132.0.1,1683958,Don Mills Station - SB,,1,175299,74080,1,2
90,132.0.1,1683957,Don Mills Station - SB,,1,175300,74080,1,1
90,132.0.1,1683956,Don Mills Station - SB,,1,175294,74080,1,1
90,132.0.1,1683955,Don Mills Station - SB,,1,175296,74080,1,1
90,132.0.1,1683989,Don Mills Station - SB,,1,175295,74080,1,1
90,132.0.1,1683988,Don Mills Station - SB,,1,175297,74080,1,1
90,132.0.1,1683998,Don Mills Station - SB,,1,175293,74080,1,1
90,132.0.1,1683987,Don Mills Station - SB,,1,175299,74080,1,1
90,132.0.1,1683986,Don Mills Station - SB,,1,175295,74080,1,1
90,132.0.1,1683985,Don Mills Station - SB,,1,175293,74080,1,1
90,132.0.1,1683984,Don Mills Station - SB,,1,175299,74080,1,1
90,132.0.1,1683983,Don Mills Station - SB,,1,175295,74080,1,1
90,132.0.1,1683982,Don Mills Station - SB,,1,175293,74080,1,1
90,132.0.1,1683981,Don Mills Station - SB,,1,175299,74080,1,1
90,132.0.1,1683980,Don Mills Station - SB,,1,175295,74080,1,1
90,132.0.1,1683979,Don Mills Station - SB,,1,175293,74080,1,2
90,132.0.1,1683954,Don Mills Station - SB,,1,175304,74080,1,2
90,132.0.1,1683999,Don Mills Station - SB,,1,175306,74080,1,2
90,132.0.1,1684000,Don Mills Station - SB,,1,175295,74080,1,2
90,132.0.1,1683953,Don Mills Station - SB,,1,175301,74080,1,2
90,132.0.1,1683978,Don Mills Station - SB,,1,175302,74080,1,2
90,132.0.1,1683977,Don Mills Station - SB,,1,175293,74080,1,2
90,132.0.1,1683976,Don Mills Station - SB,,1,175303,74080,1,2
90,132.0.1,1683975,Don Mills Station - SB,,1,175304,74080,1,2
90,132.0.1,1683974,Don Mills Station - SB,,1,175305,74080,1,2
90,132.0.1,1683973,Don Mills Station - SB,,1,175306,74080,1,1
90,132.0.1,1683972,Don Mills Station - SB,,1,175295,74080,1,1
90,132.0.1,1683971,Don Mills Station - SB,,1,175301,74080,1,1
90,132.0.1,1684005,Don Mills Station - SB,,1,175302,74080,1,1
90,132.0.1,1684004,Don Mills Station - SB,,1,175303,74080,1,1
90,132.0.1,1684003,Don Mills Station - SB,,1,175304,74080,1,1
90,132.0.1,1684002,Don Mills Station - SB,,1,175305,74080,1,1
90,132.0.1,1684001,Don Mills Station - SB,,1,175295,74080,1,1
90,132.0.1,1683992,Don Mills Station - SB,,1,175302,74080,1,1
90,132.0.1,1683997,Don Mills Station - SB,,1,175304,74080,1,1
90,132.0.1,1683996,Don Mills Station - SB,,1,175302,74080,1,1
90,132.0.1,1683995,Don Mills Station - SB,,1,175304,74080,1,1
90,132.0.1,1683994,Don Mills Station - SB,,1,175302,74080,1,1
90,132.0.1,1683993,Don Mills Station - SB,,1,175304,74080,1,1
9002,132.0.1,1684006,Beaver Creek - NB,,0,175307,74082,1,1
9002,132.0.1,1684013,Beaver Creek - NB,,0,175308,74082,1,1
9002,132.0.1,1684012,Beaver Creek - NB,,0,175309,74082,1,1
9002,132.0.1,1684011,Beaver Creek - NB,,0,175310,74082,1,1
9002,132.0.1,1684010,Beaver Creek - NB,,0,175307,74082,1,2
9002,132.0.1,1684009,Beaver Creek - NB,,0,175308,74082,1,2
9002,132.0.1,1684008,Beaver Creek - NB,,0,175309,74082,1,2
9002,132.0.1,1684007,Beaver Creek - NB,,0,175310,74082,1,2
9002,132.0.1,1684029,Beaver Creek - NB,,0,175307,74082,1,2
9002,132.0.1,1684028,Beaver Creek - NB,,0,175308,74082,1,2
9002,132.0.1,1684027,Beaver Creek - NB,,0,175309,74082,1,1
9002,132.0.1,1684026,Beaver Creek - NB,,0,175310,74082,1,1
9002,132.0.1,1684025,Beaver Creek - NB,,0,175307,74082,1,1
9002,132.0.1,1684018,Highway 7 - NB,,0,175312,74081,1,2
9002,132.0.1,1684017,Highway 7 - NB,,0,175311,74081,1,2
9002,132.0.1,1684016,Highway 7 - NB,,0,175292,74081,1,2
9002,132.0.1,1684015,Highway 7 - NB,,0,175313,74081,1,2
9002,132.0.1,1684014,Highway 7 - NB,,0,175312,74081,1,2
9002,132.0.1,1684024,Highway 7 - NB,,0,175311,74081,1,2
9002,132.0.1,1684023,Highway 7 - NB,,0,175292,74081,1,2
9002,132.0.1,1684021,Highway 7 - NB,,0,175313,74081,1,1
9002,132.0.1,1684022,Highway 7 - NB,,0,175312,74081,1,1
9002,132.0.1,1684019,Highway 7 - NB,,0,175311,74081,1,1
9002,132.0.1,1684020,Highway 7 - NB,,0,175292,74081,1,1
9002,132.0.1,1684034,Don Mills Station - SB,,1,175307,74084,1,1
9002,132.0.1,1684033,Don Mills Station - SB,,1,175308,74084,1,1
9002,132.0.1,1684032,Don Mills Station - SB,,1,175309,74084,1,1
9002,132.0.1,1684031,Don Mills Station - SB,,1,175310,74084,1,1
9002,132.0.1,1684041,Don Mills Station - SB,,1,175307,74085,1,1
9002,132.0.1,1684030,Don Mills Station - SB,,1,175308,74085,1,1
9002,132.0.1,1684040,Don Mills Station - SB,,1,175309,74085,1,2
9002,132.0.1,1684039,Don Mills Station - SB,,1,175310,74085,1,2
9002,132.0.1,1684050,Don Mills Station - SB,,1,175307,74085,1,2
9002,132.0.1,1684049,Don Mills Station - SB,,1,175308,74085,1,2
9002,132.0.1,1684048,Don Mills Station - SB,,1,175309,74085,1,2
9002,132.0.1,1684047,Don Mills Station - SB,,1,175310,74085,1,1
9002,132.0.1,1684046,Don Mills Station - SB,,1,175307,74085,1,1
9002,132.0.1,1684045,Don Mills Station - SB,,1,175308,74085,1,1
9002,132.0.1,1684044,Don Mills Station - SB,,1,175309,74085,1,1
9002,132.0.1,1684043,Don Mills Station - SB,,1,175310,74085,1,1
9002,132.0.1,1684042,Don Mills Station - SB,,1,175307,74085,1,1
9002,132.0.1,1684038,Don Mills Station - SB,,1,175312,74083,1,2
9002,132.0.1,1684037,Don Mills Station - SB,,1,175311,74083,1,2
9002,132.0.1,1684036,Don Mills Station - SB,,1,175292,74083,1,2
9002,132.0.1,1684035,Don Mills Station - SB,,1,175313,74083,1,2
9002,132.0.1,1684057,Don Mills Station - SB,,1,175312,74083,1,2
9002,132.0.1,1684056,Don Mills Station - SB,,1,175311,74083,1,2
9002,132.0.1,1684055,Don Mills Station - SB,,1,175292,74083,1,1
9002,132.0.1,1684054,Don Mills Station - SB,,1,175313,74083,1,1
9002,132.0.1,1684053,Don Mills Station - SB,,1,175312,74083,1,1
9002,132.0.1,1684052,Don Mills Station - SB,,1,175311,74083,1,1
9002,132.0.1,1684051,Don Mills Station - SB,,1,175292,74083,1,1
601,132.0.1,1684065,Newmarket Terminal - NB,,0,175322,74086,1,1
601,132.0.1,1684064,Newmarket Terminal - NB,,0,175318,74086,1,1
601,132.0.1,1684063,Newmarket Terminal - NB,,0,175319,74086,1,1
601,132.0.1,1684062,Newmarket Terminal - NB,,0,175320,74086,1,1
601,132.0.1,1684061,Newmarket Terminal - NB,,0,175321,74086,1,1
601,132.0.1,1684060,Newmarket Terminal - NB,,0,175329,74086,1,1
601,132.0.1,1684059,Newmarket Terminal - NB,,0,175330,74086,1,1
601,132.0.1,1684133,Newmarket Terminal - NB,,0,175314,74088,1,1
601,132.0.1,1684058,Newmarket Terminal - NB,,0,175331,74086,1,1
601,132.0.1,1684112,Bernard Terminal - NB,,0,175326,74087,1,1
601,132.0.1,1684132,Newmarket Terminal - NB,,0,175315,74088,1,1
601,132.0.1,1684111,Bernard Terminal - NB,,0,175322,74087,1,1
601,132.0.1,1684131,Newmarket Terminal - NB,,0,175316,74088,1,1
601,132.0.1,1684110,Bernard Terminal - NB,,0,175323,74087,1,1
601,132.0.1,1684130,Newmarket Terminal - NB,,0,175317,74088,1,1
601,132.0.1,1684109,Bernard Terminal - NB,,0,175324,74087,1,1
601,132.0.1,1684129,Newmarket Terminal - NB,,0,175318,74088,1,1
601,132.0.1,1684108,Bernard Terminal - NB,,0,175325,74087,1,1
601,132.0.1,1684128,Newmarket Terminal - NB,,0,175319,74088,1,1
601,132.0.1,1684107,Bernard Terminal - NB,,0,175327,74087,1,1
601,132.0.1,1684127,Newmarket Terminal - NB,,0,175320,74088,1,1
601,132.0.1,1684106,Bernard Terminal - NB,,0,175326,74087,1,2
601,132.0.1,1684126,Newmarket Terminal - NB,,0,175321,74088,1,2
601,132.0.1,1684105,Bernard Terminal - NB,,0,175328,74087,1,2
601,132.0.1,1684125,Newmarket Terminal - NB,,0,175322,74088,1,2
601,132.0.1,1684104,Bernard Terminal - NB,,0,175329,74087,1,2
601,132.0.1,1684124,Newmarket Terminal - NB,,0,175323,74088,1,2
601,132.0.1,1684103,Bernard Terminal - NB,,0,175330,74087,1,2
601,132.0.1,1684123,Newmarket Terminal - NB,,0,175324,74088,1,2
601,132.0.1,1684102,Bernard Terminal - NB,,0,175331,74087,1,2
601,132.0.1,1684122,Newmarket Terminal - NB,,0,175325,74088,1,2
601,132.0.1,1684101,Bernard Terminal - NB,,0,175332,74087,1,2
601,132.0.1,1684121,Newmarket Terminal - NB,,0,175314,74088,1,2
601,132.0.1,1684099,Bernard Terminal - NB,,0,175327,74087,1,2
601,132.0.1,1684120,Newmarket Terminal - NB,,0,175315,74088,1,2
601,132.0.1,1684098,Bernard Terminal - NB,,0,175326,74087,1,2
601,132.0.1,1684119,Newmarket Terminal - NB,,0,175316,74088,1,2
601,132.0.1,1684097,Bernard Terminal - NB,,0,175328,74087,1,2
601,132.0.1,1684118,Newmarket Terminal - NB,,0,175317,74088,1,1
601,132.0.1,1684096,Bernard Terminal - NB,,0,175329,74087,1,1
601,132.0.1,1684117,Newmarket Terminal - NB,,0,175318,74088,1,1
601,132.0.1,1684095,Bernard Terminal - NB,,0,175330,74087,1,1
601,132.0.1,1684116,Newmarket Terminal - NB,,0,175319,74088,1,1
601,132.0.1,1684094,Bernard Terminal - NB,,0,175331,74087,1,1
601,132.0.1,1684115,Newmarket Terminal - NB,,0,175320,74088,1,1
601,132.0.1,1684093,Bernard Terminal - NB,,0,175332,74087,1,1
601,132.0.1,1684114,Newmarket Terminal - NB,,0,175321,74088,1,1
601,132.0.1,1684092,Bernard Terminal - NB,,0,175327,74087,1,1
601,132.0.1,1684113,Newmarket Terminal - NB,,0,175322,74088,1,1
601,132.0.1,1684091,Bernard Terminal - NB,,0,175323,74087,1,1
601,132.0.1,1684078,Newmarket Terminal - NB,,0,175328,74088,1,1
601,132.0.1,1684100,Bernard Terminal - NB,,0,175333,74087,1,1
601,132.0.1,1684077,Newmarket Terminal - NB,,0,175329,74088,1,1
601,132.0.1,1684090,Bernard Terminal - NB,,0,175330,74087,1,1
601,132.0.1,1684076,Newmarket Terminal - NB,,0,175314,74088,1,1
601,132.0.1,1684089,Bernard Terminal - NB,,0,175331,74087,1,1
601,132.0.1,1684075,Newmarket Terminal - NB,,0,175315,74088,1,1
601,132.0.1,1684088,Bernard Terminal - NB,,0,175332,74087,1,1
601,132.0.1,1684074,Newmarket Terminal - NB,,0,175316,74088,1,1
601,132.0.1,1684087,Bernard Terminal - NB,,0,175327,74087,1,1
601,132.0.1,1684073,Newmarket Terminal - NB,,0,175317,74088,1,1
601,132.0.1,1684086,Bernard Terminal - NB,,0,175323,74087,1,1
601,132.0.1,1684072,Newmarket Terminal - NB,,0,175318,74088,1,1
601,132.0.1,1684085,Bernard Terminal - NB,,0,175333,74087,1,1
601,132.0.1,1684071,Newmarket Terminal - NB,,0,175320,74088,1,1
601,132.0.1,1684084,Bernard Terminal - NB,,0,175330,74087,1,1
601,132.0.1,1684070,Newmarket Terminal - NB,,0,175321,74088,1,1
601,132.0.1,1684083,Bernard Terminal - NB,,0,175331,74087,1,1
601,132.0.1,1684069,Newmarket Terminal - NB,,0,175322,74088,1,1
601,132.0.1,1684082,Bernard Terminal - NB,,0,175332,74087,1,1
601,132.0.1,1684068,Newmarket Terminal - NB,,0,175328,74088,1,1
601,132.0.1,1684081,Bernard Terminal - NB,,0,175327,74087,1,1
601,132.0.1,1684067,Newmarket Terminal - NB,,0,175329,74088,1,1
601,132.0.1,1684080,Bernard Terminal - NB,,0,175323,74087,1,1
601,132.0.1,1684066,Newmarket Terminal - NB,,0,175314,74088,1,1
601,132.0.1,1684079,Bernard Terminal - NB,,0,175333,74087,1,1
601,132.0.1,1684193,Newmarket Terminal - NB,,0,175315,74088,1,1
601,132.0.1,1684156,Bernard Terminal - NB,,0,175330,74087,1,1
601,132.0.1,1684192,Newmarket Terminal - NB,,0,175316,74088,1,1
601,132.0.1,1684155,Bernard Terminal - NB,,0,175336,74087,1,1
601,132.0.1,1684191,Newmarket Terminal - NB,,0,175331,74088,1,1
601,132.0.1,1684154,Bernard Terminal - NB,,0,175317,74087,1,1
601,132.0.1,1684190,Newmarket Terminal - NB,,0,175332,74088,1,2
601,132.0.1,1684153,Bernard Terminal - NB,,0,175335,74087,1,2
601,132.0.1,1684189,Newmarket Terminal - NB,,0,175318,74088,1,2
601,132.0.1,1684152,Bernard Terminal - NB,,0,175327,74087,1,2
601,132.0.1,1684188,Newmarket Terminal - NB,,0,175320,74088,1,2
601,132.0.1,1684151,Bernard Terminal - NB,,0,175323,74087,1,2
601,132.0.1,1684187,Newmarket Terminal - NB,,0,175321,74088,1,2
601,132.0.1,1684150,Bernard Terminal - NB,,0,175333,74087,1,2
601,132.0.1,1684186,Newmarket Terminal - NB,,0,175322,74088,1,2
601,132.0.1,1684149,Bernard Terminal - NB,,0,175330,74087,1,2
601,132.0.1,1684185,Newmarket Terminal - NB,,0,175328,74088,1,2
601,132.0.1,1684148,Bernard Terminal - NB,,0,175336,74087,1,2
601,132.0.1,1684184,Newmarket Terminal - NB,,0,175334,74088,1,2
601,132.0.1,1684147,Bernard Terminal - NB,,0,175317,74087,1,2
601,132.0.1,1684183,Newmarket Terminal - NB,,0,175329,74088,1,2
601,132.0.1,1684146,Bernard Terminal - NB,,0,175337,74087,1,2
601,132.0.1,1684182,Newmarket Terminal - NB,,0,175335,74088,1,2
601,132.0.1,1684145,Bernard Terminal - NB,,0,175314,74087,1,2
601,132.0.1,1684181,Newmarket Terminal - NB,,0,175327,74088,1,2
601,132.0.1,1684144,Bernard Terminal - NB,,0,175315,74087,1,2
601,132.0.1,1684180,Newmarket Terminal - NB,,0,175323,74088,1,2
601,132.0.1,1684143,Bernard Terminal - NB,,0,175316,74087,1,2
601,132.0.1,1684179,Newmarket Terminal - NB,,0,175333,74088,1,2
601,132.0.1,1684142,Bernard Terminal - NB,,0,175331,74087,1,2
601,132.0.1,1684178,Newmarket Terminal - NB,,0,175330,74088,1,1
601,132.0.1,1684141,Bernard Terminal - NB,,0,175332,74087,1,1
601,132.0.1,1684177,Newmarket Terminal - NB,,0,175336,74088,1,1
601,132.0.1,1684140,Bernard Terminal - NB,,0,175318,74087,1,1
601,132.0.1,1684176,Newmarket Terminal - NB,,0,175317,74088,1,1
601,132.0.1,1684139,Bernard Terminal - NB,,0,175320,74087,1,1
601,132.0.1,1684175,Newmarket Terminal - NB,,0,175337,74088,1,1
601,132.0.1,1684138,Bernard Terminal - NB,,0,175314,74087,1,1
601,132.0.1,1684174,Newmarket Terminal - NB,,0,175322,74088,1,1
601,132.0.1,1684137,Bernard Terminal - NB,,0,175315,74087,1,1
601,132.0.1,1684173,Newmarket Terminal - NB,,0,175328,74088,1,1
601,132.0.1,1684136,Bernard Terminal - NB,,0,175316,74087,1,1
601,132.0.1,1684172,Newmarket Terminal - NB,,0,175334,74088,1,1
601,132.0.1,1684135,Bernard Terminal - NB,,0,175331,74087,1,1
601,132.0.1,1684171,Newmarket Terminal - NB,,0,175329,74088,1,1
601,132.0.1,1684134,Bernard Terminal - NB,,0,175332,74087,1,1
601,132.0.1,1684170,Newmarket Terminal - NB,,0,175335,74088,1,1
601,132.0.1,1684169,Newmarket Terminal - NB,,0,175327,74088,1,1
601,132.0.1,1684168,Newmarket Terminal - NB,,0,175333,74088,1,1
601,132.0.1,1684167,Newmarket Terminal - NB,,0,175330,74088,1,1
601,132.0.1,1684166,Newmarket Terminal - NB,,0,175317,74088,1,1
601,132.0.1,1684165,Newmarket Terminal - NB,,0,175337,74088,1,1
601,132.0.1,1684164,Newmarket Terminal - NB,,0,175322,74088,1,1
601,132.0.1,1684163,Newmarket Terminal - NB,,0,175334,74088,1,1
601,132.0.1,1684162,Newmarket Terminal - NB,,0,175329,74088,1,1
601,132.0.1,1684161,Newmarket Terminal - NB,,0,175335,74088,1,1
601,132.0.1,1684160,Newmarket Terminal - NB,,0,175333,74088,1,1
601,132.0.1,1684159,Newmarket Terminal - NB,,0,175330,74088,1,1
601,132.0.1,1684158,Newmarket Terminal - NB,,0,175317,74088,1,1
601,132.0.1,1684157,Newmarket Terminal - NB,,0,175337,74088,1,1
601,132.0.1,1684319,Finch Terminal - SB,,1,175322,74090,1,1
601,132.0.1,1684318,Finch Terminal - SB,,1,175323,74090,1,1
601,132.0.1,1684317,Finch Terminal - SB,,1,175318,74090,1,1
601,132.0.1,1684248,Finch Terminal - SB,,1,175317,74089,1,1
601,132.0.1,1684316,Finch Terminal - SB,,1,175319,74090,1,1
601,132.0.1,1684247,Finch Terminal - SB,,1,175324,74089,1,1
601,132.0.1,1684315,Finch Terminal - SB,,1,175320,74090,1,1
601,132.0.1,1684246,Finch Terminal - SB,,1,175325,74089,1,1
601,132.0.1,1684314,Finch Terminal - SB,,1,175321,74090,1,1
601,132.0.1,1684245,Finch Terminal - SB,,1,175327,74089,1,1
601,132.0.1,1684313,Finch Terminal - SB,,1,175329,74090,1,1
601,132.0.1,1684244,Finch Terminal - SB,,1,175326,74089,1,1
601,132.0.1,1684312,Finch Terminal - SB,,1,175330,74090,1,1
601,132.0.1,1684242,Finch Terminal - SB,,1,175322,74089,1,1
601,132.0.1,1684311,Finch Terminal - SB,,1,175331,74090,1,1
601,132.0.1,1684243,Finch Terminal - SB,,1,175323,74089,1,1
601,132.0.1,1684310,Finch Terminal - SB,,1,175314,74090,1,1
601,132.0.1,1684240,Finch Terminal - SB,,1,175324,74089,1,2
601,132.0.1,1684309,Finch Terminal - SB,,1,175315,74090,1,2
601,132.0.1,1684239,Finch Terminal - SB,,1,175325,74089,1,2
601,132.0.1,1684308,Finch Terminal - SB,,1,175316,74090,1,2
601,132.0.1,1684238,Finch Terminal - SB,,1,175327,74089,1,2
601,132.0.1,1684307,Finch Terminal - SB,,1,175317,74090,1,2
601,132.0.1,1684241,Finch Terminal - SB,,1,175326,74089,1,2
601,132.0.1,1684306,Finch Terminal - SB,,1,175318,74090,1,2
601,132.0.1,1684237,Finch Terminal - SB,,1,175328,74089,1,2
601,132.0.1,1684305,Finch Terminal - SB,,1,175319,74090,1,2
601,132.0.1,1684236,Finch Terminal - SB,,1,175329,74089,1,2
601,132.0.1,1684304,Finch Terminal - SB,,1,175320,74090,1,2
601,132.0.1,1684235,Finch Terminal - SB,,1,175330,74089,1,2
601,132.0.1,1684303,Finch Terminal - SB,,1,175321,74090,1,2
601,132.0.1,1684234,Finch Terminal - SB,,1,175331,74089,1,2
601,132.0.1,1684302,Finch Terminal - SB,,1,175322,74090,1,2
601,132.0.1,1684233,Finch Terminal - SB,,1,175332,74089,1,2
601,132.0.1,1684301,Finch Terminal - SB,,1,175323,74090,1,2
601,132.0.1,1684232,Finch Terminal - SB,,1,175327,74089,1,1
601,132.0.1,1684300,Finch Terminal - SB,,1,175333,74090,1,1
601,132.0.1,1684231,Finch Terminal - SB,,1,175326,74089,1,1
601,132.0.1,1684299,Finch Terminal - SB,,1,175324,74090,1,1
601,132.0.1,1684230,Finch Terminal - SB,,1,175328,74089,1,1
601,132.0.1,1684298,Finch Terminal - SB,,1,175314,74090,1,1
601,132.0.1,1684229,Finch Terminal - SB,,1,175329,74089,1,1
601,132.0.1,1684297,Finch Terminal - SB,,1,175315,74090,1,1
601,132.0.1,1684228,Finch Terminal - SB,,1,175330,74089,1,1
601,132.0.1,1684296,Finch Terminal - SB,,1,175316,74090,1,1
601,132.0.1,1684227,Finch Terminal - SB,,1,175331,74089,1,1
601,132.0.1,1684295,Finch Terminal - SB,,1,175317,74090,1,1
601,132.0.1,1684226,Finch Terminal - SB,,1,175332,74089,1,1
601,132.0.1,1684294,Finch Terminal - SB,,1,175318,74090,1,1
601,132.0.1,1684225,Finch Terminal - SB,,1,175327,74089,1,1
601,132.0.1,1684293,Finch Terminal - SB,,1,175320,74090,1,1
601,132.0.1,1684224,Finch Terminal - SB,,1,175323,74089,1,1
601,132.0.1,1684292,Finch Terminal - SB,,1,175321,74090,1,1
601,132.0.1,1684223,Finch Terminal - SB,,1,175333,74089,1,1
601,132.0.1,1684291,Finch Terminal - SB,,1,175322,74090,1,1
601,132.0.1,1684222,Finch Terminal - SB,,1,175330,74089,1,1
601,132.0.1,1684290,Finch Terminal - SB,,1,175328,74090,1,1
601,132.0.1,1684221,Finch Terminal - SB,,1,175331,74089,1,1
601,132.0.1,1684289,Finch Terminal - SB,,1,175329,74090,1,1
601,132.0.1,1684220,Finch Terminal - SB,,1,175332,74089,1,1
601,132.0.1,1684288,Finch Terminal - SB,,1,175314,74090,1,1
601,132.0.1,1684219,Finch Terminal - SB,,1,175327,74089,1,1
601,132.0.1,1684287,Finch Terminal - SB,,1,175315,74090,1,1
601,132.0.1,1684218,Finch Terminal - SB,,1,175323,74089,1,1
601,132.0.1,1684286,Finch Terminal - SB,,1,175316,74090,1,1
601,132.0.1,1684217,Finch Terminal - SB,,1,175333,74089,1,1
601,132.0.1,1684285,Finch Terminal - SB,,1,175317,74090,1,1
601,132.0.1,1684216,Finch Terminal - SB,,1,175330,74089,1,1
601,132.0.1,1684284,Finch Terminal - SB,,1,175318,74090,1,1
601,132.0.1,1684215,Finch Terminal - SB,,1,175331,74089,1,1
601,132.0.1,1684283,Finch Terminal - SB,,1,175320,74090,1,1
601,132.0.1,1684214,Finch Terminal - SB,,1,175332,74089,1,1
601,132.0.1,1684282,Finch Terminal - SB,,1,175321,74090,1,1
601,132.0.1,1684213,Finch Terminal - SB,,1,175327,74089,1,1
601,132.0.1,1684280,Finch Terminal - SB,,1,175322,74090,1,1
601,132.0.1,1684212,Finch Terminal - SB,,1,175323,74089,1,1
